UAI_GES;UAI_COMPOSANTE;LIB_COMPOSANTE;LIB_INS;UAI_AFF;LIB_AFF;CODECOMMUNE;LIBCOMMUNE;CODEPOSTAL;ACADÉMIE;MINISTERETUTELLE;LIBMINISTERE;TYPEETA;CODEFORMATION;LIBFORMATION;CODESPÉCIALITÉ;LIBSPÉCIALITÉ;CODESPÉFORMATIONINITIALE;CODEMEF
0440395R;0440395R;CFA JULES RIEFFEL - site de St Herblain;;0440395R;CFA JULES RIEFFEL - site de St Herblain;44162;Saint-Herblain;44817;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1666;Aménagements paysagers - en apprentissage;666;3712140121
0440395R;0440395R;CFA JULES RIEFFEL - site de St Herblain;;0440395R;CFA JULES RIEFFEL - site de St Herblain;44162;Saint-Herblain;44817;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1656;Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;656;3712211321
0440333Y;0440333Y;CFA COIFFURE ET ESTHETIQUE 44 - Site de St HERBLAIN;;0440333Y;CFA COIFFURE ET ESTHETIQUE 44 - Site de St HERBLAIN;44162;Saint-Herblain;44800;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1366;Métiers de la coiffure - en apprentissage;366;3113360721
0442416M;0442416M;BTP - CFA Loire-Atlantique - site de Saint Herblain;;0442416M;BTP - CFA Loire-Atlantique - site de Saint Herblain;44162;Saint-Herblain;44802;Nantes;36;Ministère du Travail;Lycée à classe postbac;42;BTS - Production;11402;Enveloppe des bâtiments : conception et réalisation - en apprentissage;10402;3112320521
0442350R;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;44051;Derval;44590;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
0442350R;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;44051;Derval;44590;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1640;génie des équipements agricoles - en apprentissage;640;3712100721
0442350R;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;44051;Derval;44590;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1649;productions animales - en apprentissage;649;3712120521
0442350R;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;;0442350R;CFA du Groupe ESA - UFA Lycée agricole DERVAL;44051;Derval;44590;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1651;Agronomie : Productions végétales - en apprentissage;651;3712111321
0440056X;0440056X;GRETA-CFA LOIRE-ATLANTIQUE - LP Albert Chassagne;;0440056X;GRETA-CFA LOIRE-ATLANTIQUE - LP Albert Chassagne;44116;Paimboeuf;44560;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1628;Technicien en réseau électrique - en apprentissage;628;
0570087K;0570087K;Lycée des Métiers Charles Jully;;0570087K;Lycée des Métiers Charles Jully;57606;Saint-Avold;57500;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1402;Conception de produits industriels - en apprentissage;402;3112000921
0570087K;0570087K;Lycée des Métiers Charles Jully;;0570087K;Lycée des Métiers Charles Jully;57606;Saint-Avold;57500;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0570087K;0570087K;Lycée des Métiers Charles Jully;;0570087K;Lycée des Métiers Charles Jully;57606;Saint-Avold;57500;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11406;Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;10406;3112250621
0570087K;0570087K;Lycée des Métiers Charles Jully;;0570087K;Lycée des Métiers Charles Jully;57606;Saint-Avold;57500;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
